3 5.5 3.5 4.85 
9 5 3.4 4.41 
6 4 5.9 4.15 
6 5.5 3.7 4.8 
1 5 5.9 4.12 
7 1 3.3 4.75 
3 0.5 5.2 4.22 
3 3 4.2 4.64 
6 4.5 4.9 4.57 
7 4.5 4.8 4.55 
3 8 4.1 4.44 
8 5 3.5 4.93 
7 5.5 4.3 4.89 
6 7.5 5 4.94 
9 3.5 4.8 4.41 
4 3 3.8 4.46 
6 2 3.6 4.94 
0 0.5 3.8 4.19 
6 4.5 4.7 4.65 
2 5.5 3.8 4.75 
5 2.5 4.5 4.12 
1 2.5 5 4.29 
9 2.5 5.1 4.64 
5 7 3.8 4.42 
9 4.5 4 4 
1 6.5 4.4 4.61 
9 5.5 5.2 4.11 
2 7 5.3 5.27 
9 1.5 4.7 4.43 
3 3 4.6 4.38 
8 2 4 4.33 
9 5 3.9 4.72 
1 2.5 4.3 4.11 
9 2.5 3.7 4.23 
9 6 5.5 4.31 
1 3 3.9 4.76 
0 2.5 4.8 4.51 
5 4 2.9 4.51 
9 7 4.8 4.68 
3 5 5.2 4.55 
9 5 3.7 4.7 
9 4.5 3 4.14 
0 6 5.4 4.74 
8 5.5 3.8 4.35 
3 4 4.2 4.37 
6 5.5 3.8 4.42 
0 6 3.3 4.66 
5 5 3.1 4.28 
5 2.5 5 4.74 
2 1 5.1 4.54 
0 5.5 5.6 4.86 
5 3 4.6 4.53 
3 3 2.7 4.59 
3 1 3.7 4.24 
2 5.5 4.5 4.3 
6 5.5 5.1 4.51 
7 7.5 5.1 4.22 
1 1.5 3.9 4.67 
1 4 4.6 4.28 
6 3.5 4.6 4.22 
3 5 5.7 5.05 
5 6 4.8 4.98 
1 5 3.2 4.62 
1 4 4.4 4.45 
9 6.5 4.3 4.68 
6 8 5.8 4.65 
2 5.5 5.9 3.99 
6 4.5 4.6 4.42 
8 5 4.4 4.34 
5 5 4.8 4.15 
5 4 5.5 4.5 
1 4 4.1 4.29 
5 4.5 3.6 4.02 
2 4 4.4 4.63 
3 3.5 5.3 4.49 
2 9 4 4.14 
5 6.5 4.9 4.52 
3 3.5 4.9 4.74 
8 0.5 4.5 4.23 
7 3.5 3.8 4.8 
2 3 4.5 4.58 
6 6 4.8 4.7 
7 7 5.1 4.61 
5 1.5 3.2 4.75 
2 4.5 5.6 4.39 
1 2.5 6.1 4.65 
9 4.5 5.6 4.64 
9 4 4.8 4.88 
1 7.5 4.3 4.52 
0 1 3.4 4.26 
7 5 3.6 4.6 
0 5.5 4.8 4.56 
0 3.5 5.6 4.34 
2 5.5 4.3 4.31 
5 3.5 3.1 4.44 
6 1.5 3.9 4.21 
4 4 4.2 4.38 
0 5 4 4.58 
6 7.5 4 4.67 
9 5 4.4 4.61 
0 5 3.9 4.33 
4 3.5 6.6 4.52 
1 8 3.7 4.44 
5 4.5 4 4.44 
7 2.5 2.9 4.28 
7 5.5 4.5 4.85 
7 5 5 4.25 
2 7 4.3 4.9 
6 3 3.2 4.7 
6 2.5 4.7 4.66 
4 4.5 4.2 4.34 
9 4 6.4 4.37 
3 8 5.6 4.98 
6 2.5 5.9 4.71 
2 4.5 5.2 4.86 
6 2 3.4 4.52 
9 6 3.7 4.26 
5 2 2.8 4.45 
0 2.5 4 3.97 
5 3 4.3 4.86 
1 6 4.8 4.51 
8 5 4.4 4.61 
4 4.5 4.6 4.6 
6 6 6.4 5.03 
7 3.5 4.1 4.42 
5 4 3.1 4.36 
7 6.5 4 4.64 
6 2.5 4.3 4.68 
5 5 3.6 4 
6 7.5 4.9 4.69 
9 5 5.9 4.93 
9 2.5 4.9 4.97 
0 8.5 4.7 4.59 
1 7 6 4.51 
2 1.5 4.7 4.24 
7 8 3.9 4.4 
0 2 4.7 4.45 
6 0.5 4.5 4.55 
1 4.5 5.9 4.25 
4 6 3.9 4.65 
5 7 6 4.37 
8 6 2 4.21 
8 7 3.6 3.94 
3 7 4.8 4.08 
4 7.5 5.9 4.63 
3 7 5.8 5.06 
0 6 5 4.24 
2 2 5.1 4.72 
2 5 3.3 4.25 
8 5.5 3.4 4.47 
7 3.5 3.8 4.59 
6 5 4.3 4.7 
9 4.5 5 4.38 
9 4.5 3.7 4.39 
6 5 3.4 4.37 
0 4 4.5 4.77 
3 5 4.8 4.21 
8 7.5 3.9 4.83 
7 6 5.2 4.59 
7 4.5 5.5 4.36 
6 8.5 3.9 4.59 
7 5 5.1 4.43 
0 3 2.1 5.03 
4 6 6 4.25 
4 3.5 4.1 4.73 
7 4.5 5.7 4.33 
9 3 3.9 4.45 
0 4.5 4 4.25 
8 5 5.5 4.29 
1 5 3.6 4.35 
3 1.5 4.4 4.26 
7 9 5.5 3.82 
8 1 3.9 4.93 
0 7 5.2 4.87 
4 2 6.2 4.75 
2 6 5.4 4.05 
9 5.5 4.2 4.44 
6 5 5.2 4.82 
8 6.5 6.3 4.77 
8 1.5 3.2 4.64 
2 6.5 6.3 4.58 
6 3 4.6 4.1 
2 8 4.5 4.18 
4 6 4.4 4.75 
6 6.5 3.7 4.6 
8 4 5.4 3.95 
1 8.5 6 4.12 
3 6.5 5.6 4.18 
0 4 3.4 4.38 
9 3 5.2 4.06 
7 5 4.1 4.33 
7 5.5 2.9 5.06 
5 8.5 5.2 4.69 
0 7.5 5.1 3.76 
6 5 5 4.45 
6 4.5 4.9 4.44 
2 3.5 4.7 4.68 
1 5 6 4.01 
6 3 4.3 4.97 
6 4 5.1 3.87 
4 0.5 5.4 4.65 
8 8.5 4.1 4.81 
6 2.5 4.4 4.6 
0 4 3.6 4.51 
3 2.5 3.8 4.28 
0 3 4.6 4.66 
1 7 4.4 4.56 
5 7 4 4.47 
7 4 4.8 4.39 
1 5.5 2.8 4.41 
7 3 5.3 4.32 
5 4.5 4.9 4.02 
7 1.5 6.7 4.59 
1 7.5 3.2 4.61 
9 6.5 3.9 4.63 
5 5.5 4 4.78 
2 7 5.2 4.54 
1 6 4.2 4.71 
2 7 3 4.73 
5 3.5 4.6 4.1 
2 3 4 4.1 
5 3 3.3 4.13 
5 2.5 4.5 4.27 
8 7.5 5.6 5.26 
7 1 3.8 4.36 
7 5.5 3.8 4.01 
1 0 5.6 4.6 
9 2.5 4.5 4.74 
9 5.5 4.6 4.78 
6 2.5 4.2 4.48 
3 5 5.2 4.28 
7 4.5 5.7 4.94 
5 5 5 4.74 
3 4 4.2 4.19 
7 2.5 4.8 4.84 
3 1 3.5 4.27 
6 4.5 5.2 4.62 
7 6.5 4.3 4.57 
1 5 3.9 4.37 
7 6.5 3.6 4.79 
9 1.5 3.6 4.48 
4 6.5 3.5 4.61 
0 4.5 4.6 4.58 
5 2.5 4 4.62 
1 6.5 5.2 3.86 
0 5 4.5 4.54 
3 5.5 4.4 4.59 
2 2.5 5.6 4.89 
1 6 3.5 4.19 
1 7 4.6 4.88 
1 1 3.5 4.5 
8 4.5 4.2 4.22 
3 7 3.9 4.52 
9 5 5.5 4.23 
2 2 3.2 4.92 
8 3.5 5 5.3 
0 3.5 4.2 4.24 
1 3.5 4.4 4.9 
5 8.5 5.2 4.86 
9 2.5 6.3 4.53 
0 5.5 4.2 4.25 
0 5.5 2.5 4.7 
8 5 4.5 4.38 
0 3 5.2 4.58 
4 4 3.6 4.88 
8 2 2.6 4.76 
1 5.5 3.9 4.49 
6 7.5 5.9 4.04 
1 6.5 3 4.67 
3 4 4.8 4.58 
8 4 5.1 4.42 
1 5 5.4 4.36 
8 0 4.3 4.98 
3 5.5 3.5 3.75 
0 4 4.7 4.47 
9 4 5.1 4.27 
4 6 5.2 4.69 
7 3.5 4.8 4.67 
5 6 4.9 4.8 
0 4 5.7 4.39 
4 5 4.7 4.76 
2 5 5.8 4.21 
4 5.5 4.7 4.61 
8 3 4.3 4.5 
6 5.5 3.5 4.36 
2 7 4.4 4.75 
4 3.5 2.8 4.3 
7 4.5 4.7 4.58 
6 5 4.9 4.47 
4 0 5.1 4.9 
5 6 4.5 4.95 
9 4.5 4.8 4.72 
1 0 5.7 4.56 
0 9 5.8 4.39 
6 5 2.7 4.77 
6 4 2.6 4.63 
5 5 4.5 4.62 
8 6.5 4.7 5.12 
9 3.5 6.1 4.43 
7 8 5.2 4.07 
2 4 4.7 4.12 
0 6.5 4.5 4.12 
3 8.5 5.9 4.19 
6 5 3.9 4.33 
9 4 5.1 4.32 
8 4.5 3.8 4.41 
6 6 5.1 4.58 
2 1 4.2 4.75 
9 6.5 4.2 4.83 
9 7 4.6 4.66 
6 4.5 5.4 4.8 
6 3 3.4 4.59 
3 6.5 4.1 4.26 
4 7 4.3 4.35 
6 5.5 6.1 4.4 
5 4.5 5 5.06 
8 3.5 6.4 4.96 
5 6.5 5.8 4.25 
2 3 4 4.66 
9 3.5 6.1 4.56 
3 4.5 3.1 4.17 
9 8 5.5 4.73 
6 7.5 4.7 4.28 
5 5 4.7 4.6 
3 1.5 5.9 4.86 
4 3.5 3.9 4.76 
6 2.5 4.3 5.06 
7 3.5 3.9 4.33 
3 6.5 4.3 4.17 
0 7.5 4.7 4.18 
1 8 3.6 4.62 
0 7.5 4 4.28 
6 3.5 4.5 4.89 
2 5 4.9 4.6 
5 3.5 6.6 4.41 
2 6.5 5.5 4.57 
6 5.5 3.4 4.53 
0 7 4.3 4.75 
1 3 5.8 4.72 
9 8.5 1.7 4.04 
7 5.5 5.9 4.43 
9 5 3.9 4.67 
7 2 3.6 4.27 
1 4 3.7 4.87 
3 5 5.4 4.64 
7 5 5 4.95 
6 5 5 4.73 
3 5.5 6.7 4.49 
9 2.5 4 5.24 
5 8.5 3.9 5.08 
3 4 5.4 4.34 
9 8.5 4.3 4.41 
5 5 3.8 4.6 
4 4 4.1 4.69 
4 6.5 4.4 4.4 
7 2 4.1 4.59 
8 1.5 5.5 4.7 
5 2 5.1 4.52 
4 4.5 4.7 4.61 
6 3 4.9 4.68 
5 3 6 4.37 
9 3.5 2.6 4.15 
4 2.5 3.7 4.87 
1 4.5 5.9 4.66 
3 7 5.3 3.95 
9 4.5 5.7 4.35 
9 5 5.8 4.64 
5 5 6 4.55 
4 4.5 2.5 4.79 
6 5 4.1 4.25 
9 2.5 3.5 4.62 
2 4.5 5.5 4.47 
5 5.5 4.1 4.73 
8 6 4.9 4.28 
4 3 6.5 4.9 
6 6 5.2 4.61 
2 4.5 3.7 4.48 
4 5 4.3 4.87 
0 3.5 4.1 4.42 
1 6.5 3.4 4.54 
6 2 3.9 4.31 
4 6.5 6.3 4.14 
6 6.5 3.9 4.34 
3 4.5 3.5 4.49 
2 2.5 3.6 4.34 
7 7.5 3.8 4.52 
8 6 4.6 4.29 
5 7 4.9 4.11 
5 4.5 5.5 4.81 
5 7 5.5 4.52 
3 3 4.9 4.54 
2 2.5 6.3 4.59 
7 5 4.2 4.98 
7 2.5 4.2 4.39 
7 8.5 5.4 4.44 
8 7.5 2 4.7 
2 3 5.1 4.78 
5 5 5.1 4.04 
2 2 5.4 4.59 
9 2 4.6 4.35 
1 2 4 4.13 
7 5 5.4 3.91 
8 1.5 3.9 4.26 
7 5 5.9 4.32 
3 2.5 3.5 4.32 
1 3 4.9 4.34 
8 3 3.4 4.17 
3 3.5 2.9 4.48 
6 6.5 2.9 4.86 
8 3.5 5.2 4.6 
8 6 3.4 4.32 
8 4 5.7 3.55 
7 4 5 4.25 
1 7 5.1 4.42 
8 5 3.7 4.77 
5 6 2.7 5 
5 3 4.5 4.61 
5 6 3.6 4.74 
9 4.5 4.3 4.23 
4 6.5 5.1 4.41 
0 1 3.7 4.07 
9 4.5 5.3 4.82 
4 3 5.6 4.73 
6 6 6.4 4.46 
7 4 4.7 4.88 
7 5.5 5.6 4.83 
9 4.5 3.9 4.12 
9 5.5 2.2 4.34 
8 4.5 4.8 4.48 
5 3 4.3 4.48 
2 5.5 4.8 4.31 
8 3.5 3.9 4.41 
3 4 5.3 4.71 
5 2.5 2.9 4.21 
6 4.5 4.1 4.74 
8 4.5 3.5 4.82 
1 8.5 4.5 4.54 
2 7.5 4.2 4.64 
5 6 5.2 4.59 
0 6 3.4 4.76 
1 6 5.7 4.41 
2 7 3.2 4.45 
1 2 4.7 4.76 
5 2.5 5.7 4.54 
4 2.5 3.4 4.31 
2 3 4.2 4.97 
7 2 4.8 3.98 
7 5 3 4.23 
0 4.5 3.9 4.24 
4 9 2.9 5 
3 4.5 4.3 4.62 
9 3 4 4.36 
4 6 4.2 4.4 
7 0 3.2 4.24 
9 5 6.5 4.53 
2 6 4 4.81 
5 7 5.9 4.81 
7 3.5 6 4.27 
7 6.5 6.3 4.36 
1 5.5 3.1 4.35 
1 4 5 4.4 
2 1 5.2 4.8 
5 3.5 2.7 4.34 
8 5.5 4.7 4.48 
5 1.5 6 4.08 
2 7 4.9 5.13 
9 8 3.7 4.75 
4 4 4.1 4.76 
6 3 4.2 4.48 
6 2.5 4.8 4.37 
4 7.5 3.8 4.18 
7 4.5 4.4 4.8 
0 1.5 3.8 4.24 
4 4 2.9 4.18 
4 6 5.2 4.66 
9 2.5 5.6 4.53 
2 2.5 3.6 4.3 
5 8.5 6.6 4.62 
7 4 4.5 4.24 
1 5.5 3.4 4.62 
2 5.5 5.4 4.3 
3 4 3.6 4.54 
7 7.5 5.9 4.98 
2 6.5 4.6 4.79 
3 5 4 4.66 
9 1.5 2.4 4.49 
6 5.5 3.1 4.96 
7 1 5.3 4.28 
5 2.5 3.7 4.73 
5 2.5 3.4 4.26 
0 4.5 3.9 4.33 
5 4.5 4.2 4.29 
0 2.5 6 4.48 
9 6 4.2 4.59 
0 5 5.3 4.96 
0 3.5 4.4 4.57 
4 4 4.9 4.25 
0 1 3.7 4.13 
9 6 2.8 4 
0 7 4.3 4.71 
6 8.5 4 5.07 
4 2 4.4 4.39 
7 3 6.4 4.42 
9 5 4.2 4.54 
7 5.5 2.7 4.63 
0 7 5.7 3.97 
2 0 3.1 4.28 
8 2.5 4.2 4.4 
3 6 4.2 4.37 
1 4.5 5.4 4.81 
5 3.5 3.6 4.45 
2 7.5 5.5 4.6 
2 1 4.2 4.37 
0 5 4.1 4.21 
2 3 2 4.08 
9 4 3.7 5.11 
3 0.5 5.6 4.85 
3 3.5 5 4.72 
8 7 5.2 4.27 
4 3.5 5 4.22 
4 3.5 5.4 4.82 
0 1 4.6 4.46 
1 5.5 3.6 4.5 
2 4.5 4.3 4 
6 7 4.8 4.86 
8 3 3.6 4.63 
3 3 2.9 3.96 
7 0.5 3.8 3.89 
8 8 5.4 3.97 
7 4 3 3.98 
2 3 5.3 4.67 
3 5.5 2.9 4.85 
5 6.5 4.4 4.46 
5 7.5 4.5 4.23 
5 3.5 4.7 3.79 
2 5.5 5.4 4.39 
8 2.5 6 4.67 
2 6.5 4.4 4.56 
3 5 2.4 4.99 
1 4.5 5.9 4.66 
6 8.5 4.5 4.25 
0 5 3.1 4.46 
1 2.5 4 4.5 
1 4 4.9 4.14 
0 1.5 5.1 4.65 
2 1.5 3.6 4.77 
9 8.5 5 4.97 
1 5 3.6 4.16 
0 5.5 4.3 4.13 
4 3 5 5.01 
2 7 5.4 4.87 
5 1.5 6.4 4.94 
2 6 3.9 4.48 
1 4.5 4.2 4.63 
2 7 6.1 4.51 
4 5.5 3.9 4.8 
2 8 5.1 4.12 
9 5.5 4.5 4.21 
8 3 5.8 4.18 
3 3 5.1 4.7 
5 3.5 5.7 3.91 
3 5 4.9 4.49 
1 3 4.4 4.66 
0 4 4.1 4.79 
0 4.5 5 4.31 
9 3.5 5.5 4.78 
5 2.5 4.3 4.62 
9 5.5 4.2 4.21 
0 1.5 3.8 4.47 
7 3 4.6 4.54 
5 3 4.5 4.38 
7 6.5 4 4.86 
1 7 5 5.27 
0 3 5.1 4.77 
2 5 3.9 4.57 
3 1.5 4.3 4.82 
5 5 5.9 4.68 
2 5 4.3 4.6 
8 6.5 4.6 4.83 
7 3.5 4.3 4.67 
1 4 4.5 4.47 
4 6 3.1 4.65 
5 5 4.4 4.57 
6 3.5 4.5 4.32 
3 3.5 3.9 4.39 
6 4 5 4.64 
2 8.5 7.3 3.97 
8 5 3.8 4.28 
0 4.5 6.6 4.25 
0 4 3.7 4.72 
1 4.5 4.5 4.5 
6 4.5 3.7 4.64 
0 5.5 6 4.31 
4 7 6.3 3.75 
2 3 7 4.54 
6 0 5.3 4.22 
8 7 4 4.07 
1 5.5 4.5 4.09 
2 2 3.5 4.66 
9 1.5 5.3 4.01 
9 3.5 4.2 4.99 
0 4.5 5.3 4.59 
1 4 5.3 4.67 
3 3 2.4 4.83 
2 4 3.4 4.45 
6 5 4 4.59 
2 1 3.9 4.57 
7 7.5 4.6 4.79 
9 3.5 3.2 4.71 
7 8.5 3.4 4.38 
3 7.5 2.7 4.5 
6 3 4.8 4.37 
8 2.5 5.2 4.46 
5 8.5 5 4.58 
4 3.5 4.8 4.61 
5 3.5 2.9 4.36 
2 3.5 4.5 5.05 
1 4.5 6.2 4.56 
8 6.5 5.8 4.75 
9 2.5 4.8 4.51 
8 3.5 6.2 4.37 
2 5 3.8 4.59 
0 1.5 5.3 4 
0 5 4.1 4.38 
5 3.5 3.8 4.54 
4 4 5.1 5.23 
6 5 2.1 3.98 
8 4 3.9 4.42 
6 6 4.1 4.27 
9 6.5 3.8 4.69 
7 7.5 4.5 4.4 
8 0 4.4 4.23 
5 4 3.7 4.72 
7 7.5 5.2 4.44 
5 2 5.1 4.64 
2 3.5 3.8 4.52 
1 3 6.8 4.71 
7 6 5.5 4.27 
0 3 5.5 4.13 
5 4 3.6 4.54 
3 2 5.3 4.29 
0 4 4.3 4.57 
6 6.5 5.1 4.78 
3 6.5 4.2 4.18 
3 6.5 4.2 4.84 
2 7 5.4 4.24 
9 0.5 4.5 4.16 
3 6 4.8 4.73 
6 7 3.8 5.2 
2 5.5 4.8 4.81 
9 5 5.4 5.05 
9 4 5 4.19 
0 5.5 5.4 4.86 
0 3 4.7 4.48 
7 4 3.3 4.74 
9 6.5 5 4.02 
0 7.5 3.9 4.24 
4 7.5 4.4 5.1 
3 6 5.9 4.52 
0 3.5 3.5 4.94 
5 4 3.5 3.89 
1 8 4.1 4.17 
1 8 3.7 4.16 
1 4.5 4.5 4.06 
5 5 4.6 4.71 
4 6.5 3.9 4.78 
4 3.5 4.8 4.14 
2 2 3.8 5.36 
8 4 4.2 5.09 
8 4 5.7 4.4 
6 1.5 4 4.76 
9 5 5.6 4.4 
0 4.5 4.5 4.53 
7 3.5 5.5 4.54 
4 3 4.3 4.94 
6 5 6.1 4.73 
8 7.5 4.9 4.37 
5 3 3.7 4.39 
6 5 5.2 4.04 
7 9 5.5 4.76 
3 1.5 5.6 4.92 
8 8.5 4.9 4.52 
5 4.5 5.3 4.6 
6 8 3.1 4.42 
9 6 4.3 4.4 
4 9 5.4 4.59 
2 5.5 4.9 4.3 
8 5 4.6 4.58 
8 5.5 3.8 4.55 
9 7 2.7 4.26 
2 3 5.8 4.16 
3 5 4.9 4.5 
1 3.5 5.8 4.25 
7 1 5.7 4.59 
2 4.5 3.8 4.75 
0 6.5 4.4 4.55 
5 3.5 5.8 4.96 
1 4.5 5.1 4.43 
3 7 5 4.53 
7 7 5.1 4.27 
4 4.5 5.7 5.06 
6 8 4.1 4.7 
4 4 3.9 4.74 
9 6 5 4.76 
8 7.5 5 4.73 
9 4.5 3.9 4.61 
3 6.5 3.3 4.03 
2 2 4.9 4.44 
4 5.5 5.9 4.32 
9 8 4.8 4.5 
0 3 2.7 4.33 
8 4 5 4.39 
6 4 4.7 4.71 
7 4.5 2.5 4.23 
3 6 2.8 4.6 
3 4.5 4.7 4.7 
5 5.5 4.7 4.12 
3 5.5 4.5 4.42 
0 3 6 4.86 
1 5 3.7 4.51 
1 3.5 4 4.35 
7 3.5 4.2 4.71 
8 6 3.5 4.96 
3 5 4.9 4.66 
8 7.5 2.2 4.4 
7 6.5 4.6 4.97 
1 5.5 2.9 4.93 
7 3.5 5.6 4.56 
8 7.5 3.9 4.48 
0 2 5.6 4.34 
0 7 3.9 4.14 
0 5 4.7 4.98 
8 5 4.2 4.44 
6 6.5 4.5 4.89 
6 5.5 4.9 4.21 
3 1.5 4 5.36 
9 2.5 4.7 3.49 
7 4.5 3.1 4.13 
7 3 5 4.1 
3 2 3.8 4.86 
1 4.5 4.5 4.39 
3 4.5 4.9 4.43 
6 6 4.9 4.4 
8 6.5 3.9 4.09 
6 4.5 3.9 4.3 
9 6.5 2.9 4.38 
5 4.5 3.9 4.37 
1 2.5 4.6 4.31 
7 2.5 4.6 4.8 
5 3.5 6.2 4.19 
5 4 2.9 4.64 
5 5 2.9 4.64 
1 2 5.3 4.82 
1 1.5 4.6 4.57 
5 8 5.5 4.18 
8 3 4.7 4.71 
3 3.5 5.6 4.5 
2 3.5 3.2 4.79 
1 3 6.3 4.56 
8 4 5.6 4.25 
4 5 4.7 4.45 
1 2 2.9 4.73 
6 4.5 5.2 4.9 
1 3 4.5 4.71 
5 1.5 4.8 4.3 
7 7 5.6 4.63 
4 6.5 3.9 4.6 
9 6.5 2.5 4.93 
4 2 4.7 4.28 
6 8 3.9 4.08 
7 3 4.8 4.34 
2 0.5 4.2 4.46 
4 7 3.6 4.9 
5 5.5 6.3 4.72 
7 4 5.7 4.4 
5 3.5 5.8 4.92 
8 5.5 4.2 4.86 
0 4 5.3 4.43 
9 4 3 4.71 
2 7 4.5 4.3 
0 3.5 2.9 4.43 
1 5 4.6 4.42 
5 4 5.9 4.14 
5 7.5 4 4.72 
6 6 4.8 4.63 
1 2 3.5 4.59 
7 6 5.5 4.61 
9 3 3 4.21 
4 7 4.3 4.43 
6 5 4.7 4.63 
5 4 5.7 4.78 
2 7 3.5 4.1 
4 5 3.8 4.87 
6 6 3.8 4.8 
1 5 4.3 4.58 
5 5.5 4.5 4.58 
6 3.5 5.2 4.32 
3 2 5.6 4.59 
6 6 4.4 4.53 
9 5 2.8 4.09 
5 3.5 5.1 4.38 
9 4 2.7 4.18 
3 5 5.6 4.73 
0 7.5 3.9 4.14 
6 5.5 4.5 4.76 
2 4 4.4 4.53 
9 0.5 4.6 4.42 
7 4 4.6 4.26 
6 6.5 4.8 4.38 
9 4.5 5.3 4.15 
5 2.5 4.6 4.09 
8 5.5 5.2 4.39 
5 4 3.8 3.99 
3 4.5 3.2 4.33 
3 6 4.8 4.52 
0 7 3.5 4.02 
8 6 4.7 4.44 
9 5.5 7.5 4.11 
8 6 5 4.5 
3 6.5 3.4 4.53 
0 5.5 3.9 4.63 
3 5 3.3 4 
7 4 4.7 4.54 
3 3.5 2.4 4.36 
8 1 4.6 4.7 
8 5 3.3 4.76 
7 4 3.3 4.92 
0 5 4.2 4.27 
8 2 5 4.48 
9 0 5.1 4.58 
7 1 6 3.98 
7 8.5 4.4 4.49 
9 6.5 4.6 4.35 
7 1 3.7 4.33 
1 5 5.1 4.85 
0 6.5 4.7 4.3 
5 7 4.8 4.94 
0 3.5 4.1 4.73 
1 7.5 3.5 4.44 
4 4 3.6 4.61 
1 7 4.1 3.93 
7 3 2.7 4.5 
5 1.5 4.1 4.28 
7 2.5 5.7 4.63 
7 6.5 4.4 4.44 
7 4.5 6.1 4.53 
8 6.5 4.3 4.84 
2 3.5 3.6 4.67 
2 5.5 3.5 4.36 
9 5.5 6.2 4.61 
0 3 5.2 4.32 
8 5 5.2 4.89 
6 6 5.1 5.1 
0 4 3.5 4.91 
9 5.5 5 4.81 
9 5.5 3.5 4.42 
8 4 3.7 4.94 
1 8 4.4 4.46 
3 4.5 6 4.89 
7 4 4.1 4.66 
8 8 5.5 4.51 
6 6.5 2.7 4.86 
2 3 5 4.48 
2 4 4.7 4.26 
0 0.5 6 4.86 
9 4 3.5 4.3 
9 4.5 5 4.42 
6 7.5 6.2 4.74 
3 7.5 5.6 4.26 
0 4 4.8 4.38 
3 5 4.9 4.51 
0 5.5 3.9 4.32 
3 7.5 3.9 4.02 
6 3 5.5 4.56 
9 3.5 3 4.74 
3 4 3.9 4.54 
8 5 4.7 4.7 
3 5 4.6 4.53 
2 7.5 4.5 4.27 
0 2 4.9 4.21 
2 4.5 4.3 4.58 
6 7 4.4 4.15 
7 5 5.3 5.14 
7 5.5 3.9 3.94 
3 5 5.3 4.96 
7 4.5 3.6 4.85 
4 5 4.4 4.39 
0 6.5 4.4 4.58 
7 7.5 5.3 4.53 
5 5 3.5 4.78 
8 4.5 5.3 4.78 
4 4.5 4.9 4.17 
1 3.5 5.1 4.71 
7 5 5.1 4.61 
8 7.5 4.3 4.72 
0 7 3.8 4.5 
9 6.5 5.2 4.89 
6 5 3.9 4.51 
9 6 3.8 4.56 
9 3 4.2 4.26 
5 4.5 4.6 4.22 
7 3.5 4.6 4.09 
8 5.5 4.3 4.4 
2 4.5 4.6 3.81 
6 3 5.5 3.69 
7 3 6 5.01 
0 2.5 3 4.25 
8 6 3.1 4.44 
5 4 5.8 4.04 
1 6 4.8 4.42 
8 4 5.2 4.9 
1 4 4.9 4.58 
9 4.5 4.1 4.4 
8 6.5 5.8 4.38 
5 6.5 5.3 4.6 
7 7 6.7 4.28 
7 1.5 5.1 4.73 
9 7.5 4 4.91 
6 1.5 6 4.85 
4 8 3.5 4.66 
9 7 2.6 4.97 
7 1.5 3.9 4.99 
4 1.5 4.4 4.17 
8 1.5 3.9 4.72 
